customer_id,customer_name,age,gender,occupation_sector,employment_years,education_level,city_tier,existing_bank_relationship,existing_products,declared_existing_emis,source_channel,inquiry_product,inquiry_date,inquiry_count_90d,app_logins_30d,emi_calculator_uses_30d,product_page_visits_30d,credit_bureau_score,monthly_income_actual,converted
CUST_00022,Nihal Shere,60,M,retired,28.9,10th_pass,tier1,False,,0.0,website_organic,auto_loan,2026-05-23,1,8,6,8,664.0,80000.0,True
CUST_00023,Anamika Kanda,49,M,other,23.8,graduate,tier1,False,,0.0,website_organic,personal_loan,2026-05-15,2,8,0,6,573.0,46043.93,False
CUST_00024,Daksh Karnik,58,M,salaried_govt,26.4,graduate,tier1,False,,0.0,campaign_click,home_loan,2026-05-01,1,5,0,3,537.0,79020.73,False
CUST_00025,Diya Rattan,54,M,salaried_pvt_other,32.1,graduate,tier1,False,,10357.0,campaign_click,personal_loan,2026-05-18,1,8,2,2,689.0,55941.05,False
CUST_00026,Dominic Kakar,30,F,salaried_pvt_other,5.5,graduate,tier1,True,credit_card,0.0,website_organic,personal_loan,2026-06-29,1,10,5,7,550.0,64080.86,False
CUST_00027,Simon Tata,31,M,salaried_pvt_other,0.6,post_graduate,tier1,False,,10726.0,campaign_click,mortgage_loan_lap,2026-05-13,1,5,5,5,571.0,74622.69,False
CUST_00028,Tara Dhar,54,M,self_employed_business,6.0,10th_pass,tier1,False,,10267.0,campaign_click,mortgage_loan_lap,2026-05-08,3,9,4,3,654.0,135625.8,False
CUST_00029,Liam Koshy,43,M,salaried_pvt_it,21.9,graduate,tier1,False,,23346.0,partner,personal_loan,2026-04-14,5,5,1,7,495.0,165119.69,False
CUST_00030,Priya Rastogi,60,M,salaried_pvt_other,39.3,graduate,tier2,False,,8652.0,branch_walkin,personal_loan,2026-04-30,2,3,0,4,625.0,55978.21,False
CUST_00031,Theodore Devi,22,F,gig_worker,1.4,professional_degree,tier3,False,,0.0,campaign_click,personal_loan,2026-06-24,2,7,1,7,,50404.96,False
CUST_00032,Gavin Batta,35,M,self_employed_business,5.7,below_10th,tier2,False,,8302.0,website_organic,auto_loan,2026-06-18,4,10,1,5,,121475.5,False
CUST_00033,Michael Dutta,48,F,salaried_pvt_it,7.1,professional_degree,tier1,True,savings_account,0.0,referral,home_loan,2026-04-20,2,5,2,2,644.0,250000.0,True
CUST_00034,Devansh Rajan,39,M,salaried_pvt_it,1.0,post_graduate,tier2,True,"insurance,fd,credit_card",24224.0,website_organic,home_loan,2026-06-26,4,6,5,7,551.0,134554.87,False
CUST_00035,Upadhriti Wadhwa,44,F,self_employed_business,10.0,graduate,tier2,False,,0.0,campaign_click,personal_loan,2026-06-09,1,3,3,3,559.0,124896.08,False
CUST_00036,Advay Contractor,38,F,salaried_pvt_other,10.1,graduate,tier2,False,,0.0,partner,home_loan,2026-07-03,1,4,3,2,721.0,79620.91,False
CUST_00037,Harini Choudhury,40,M,salaried_pvt_it,18.0,post_graduate,tier3,False,,0.0,branch_walkin,personal_loan,2026-05-02,1,4,2,5,683.0,123162.36,False
CUST_00038,Radhika Dugar,24,M,gig_worker,3.5,graduate,tier2,True,savings_account,0.0,partner,personal_loan,2026-04-13,3,3,0,4,593.0,17442.8,False
CUST_00039,Aarush Lall,56,M,other,28.9,below_10th,tier2,True,"fd,savings_account",4000.0,website_organic,personal_loan,2026-05-31,1,7,1,8,656.0,31719.59,False
CUST_00040,Yashica Cherian,45,M,self_employed_professional,6.8,post_graduate,tier1,True,"insurance,savings_account",13485.0,partner,home_loan,2026-04-27,5,4,1,4,609.0,77134.13,False
CUST_00041,Yashica Issac,28,M,other,4.5,diploma,tier3,True,"insurance,savings_account,credit_card",0.0,campaign_click,mortgage_loan_lap,2026-07-01,2,5,3,3,516.0,36636.76,False
CUST_00042,Kashvi Edwin,24,M,self_employed_professional,1.5,post_graduate,tier3,False,,21019.0,website_organic,personal_loan,2026-05-27,3,10,6,4,,223315.46,False
CUST_00043,Ekiya Suresh,20,M,gig_worker,0.5,10th_pass,tier2,False,,13365.0,campaign_click,personal_loan,2026-04-22,3,6,4,5,,60000.0,False
CUST_00044,Isaac Patil,20,M,gig_worker,0.6,graduate,tier2,True,credit_card,2741.0,website_organic,personal_loan,2026-05-20,1,9,1,3,612.0,12060.6,False
CUST_00045,Wriddhish Bhardwaj,58,M,salaried_pvt_other,1.5,graduate,tier1,False,,7250.0,campaign_click,personal_loan,2026-06-30,1,7,0,6,572.0,40255.88,False
CUST_00046,Farhan Chada,52,F,self_employed_professional,25.1,professional_degree,tier3,False,,11643.0,referral,home_loan,2026-06-27,1,6,1,5,685.0,199869.73,False
CUST_00047,Ekapad Walia,29,M,salaried_pvt_other,2.8,graduate,tier2,False,,0.0,website_organic,home_loan,2026-07-10,1,7,3,5,575.0,96109.51,False
CUST_00048,Kabir Soman,26,M,gig_worker,2.8,diploma,tier3,False,,1638.0,campaign_click,auto_loan,2026-05-20,1,10,4,3,562.0,29289.45,False
CUST_00049,Alka Wable,54,F,self_employed_business,4.5,professional_degree,tier2,False,,0.0,campaign_click,home_loan,2026-06-16,4,4,2,4,681.0,87041.07,False
CUST_00050,Siddharth Zacharia,22,M,salaried_pvt_it,0.5,post_graduate,tier2,True,"fd,credit_card,savings_account",14802.0,campaign_click,auto_loan,2026-05-29,2,7,4,5,561.0,113297.98,True
CUST_00051,Devika Rastogi,49,M,salaried_pvt_it,24.0,post_graduate,tier2,False,,0.0,partner,auto_loan,2026-06-07,2,3,2,3,810.0,117013.62,False
CUST_00052,Raksha Varughese,44,M,salaried_pvt_it,14.0,professional_degree,tier1,False,,11637.0,referral,personal_loan,2026-06-26,5,3,0,4,621.0,126558.04,False
CUST_00053,Jai Kota,58,M,salaried_pvt_other,3.8,graduate,tier2,False,,0.0,campaign_click,home_loan,2026-07-07,6,12,2,6,666.0,33175.08,False
CUST_00054,Devansh Nigam,31,M,salaried_pvt_other,4.9,graduate,tier1,False,,16956.0,website_organic,personal_loan,2026-07-04,2,5,5,8,,81894.3,True
CUST_00055,Victor Kannan,31,F,self_employed_business,3.6,12th_pass,tier2,True,"insurance,credit_card,fd",14264.0,partner,auto_loan,2026-04-23,1,6,1,6,,85744.93,False
CUST_00056,Ekavir Bhargava,26,M,gig_worker,5.7,professional_degree,tier1,False,,0.0,branch_walkin,home_loan,2026-05-26,4,3,0,7,625.0,27540.52,False
CUST_00057,Ekansh Balay,60,M,retired,22.6,post_graduate,tier1,False,,0.0,referral,personal_loan,2026-06-02,1,3,1,6,755.0,80000.0,False
CUST_00058,Ekavir Varkey,55,M,retired,37.8,below_10th,tier2,True,"credit_card,savings_account,insurance",5300.0,website_organic,personal_loan,2026-05-25,3,5,0,2,632.0,46801.49,False
CUST_00059,Arya Sunder,38,M,self_employed_professional,6.7,post_graduate,tier3,True,"insurance,savings_account",0.0,campaign_click,home_loan,2026-05-14,5,6,1,5,,186068.35,False
CUST_00060,Kevin Solanki,22,M,self_employed_professional,0.9,graduate,tier2,False,,23568.0,partner,personal_loan,2026-04-16,2,3,0,2,582.0,167100.88,False
CUST_00061,Urvashi Ray,37,M,salaried_pvt_other,15.6,graduate,tier3,False,,0.0,branch_walkin,auto_loan,2026-06-15,1,7,1,5,668.0,66468.81,False
CUST_00062,Girindra Chatterjee,26,M,gig_worker,2.7,diploma,tier1,False,,0.0,campaign_click,personal_loan,2026-06-05,4,8,3,2,609.0,28149.35,False
CUST_00063,Irya Sampath,38,M,salaried_pvt_it,8.7,post_graduate,tier2,False,,0.0,branch_walkin,auto_loan,2026-07-02,1,7,1,2,691.0,187107.02,False
CUST_00064,Unni Bhagat,60,M,retired,26.9,graduate,tier2,True,"fd,credit_card",0.0,partner,home_loan,2026-04-28,3,2,1,4,766.0,51730.48,False
CUST_00065,Darsh Rau,35,F,salaried_pvt_other,9.9,graduate,tier2,False,,0.0,partner,home_loan,2026-05-06,5,4,2,2,,71212.26,False
CUST_00066,Ikbal Kothari,39,M,self_employed_business,14.3,diploma,tier2,True,fd,25032.0,website_organic,personal_loan,2026-05-13,2,8,2,9,570.0,153462.68,False
CUST_00067,Ranveer Yadav,29,F,salaried_pvt_other,5.8,graduate,tier3,False,,25252.0,partner,auto_loan,2026-06-20,1,5,1,2,714.0,114886.34,False
CUST_00068,Logan Sami,30,F,salaried_pvt_it,5.6,professional_degree,tier2,False,,0.0,branch_walkin,auto_loan,2026-06-13,1,4,3,5,631.0,88953.72,False
CUST_00069,Arya Shere,54,M,salaried_pvt_it,2.6,professional_degree,tier2,False,,30408.0,website_organic,auto_loan,2026-04-27,2,4,2,7,697.0,183238.19,False
CUST_00070,Faqid Savant,24,M,salaried_pvt_it,1.0,professional_degree,tier1,False,,0.0,website_organic,auto_loan,2026-06-14,2,9,3,6,594.0,72556.6,False
CUST_00071,Chandresh Zachariah,60,M,salaried_pvt_other,14.0,graduate,tier1,False,,0.0,campaign_click,personal_loan,2026-04-17,1,3,3,6,699.0,78738.52,False
CUST_00072,Girik Khalsa,24,F,salaried_pvt_other,0.7,graduate,tier2,False,,0.0,referral,auto_loan,2026-05-08,2,8,1,7,615.0,42150.63,False
CUST_00073,Niharika Sunder,31,F,salaried_pvt_it,7.5,post_graduate,tier1,False,,0.0,campaign_click,personal_loan,2026-05-01,1,6,0,7,634.0,250000.0,False
CUST_00074,Tanay Rattan,41,M,salaried_govt,8.4,diploma,tier3,False,,16401.0,partner,auto_loan,2026-05-13,2,4,2,6,586.0,85215.7,True
CUST_00075,Nitesh Raghavan,54,M,salaried_pvt_other,24.0,graduate,tier2,False,,0.0,campaign_click,auto_loan,2026-05-03,1,3,0,8,,51939.21,False
CUST_00076,Madhavi Lanka,54,M,salaried_pvt_it,5.9,post_graduate,tier1,False,,0.0,website_organic,auto_loan,2026-07-08,1,6,2,9,621.0,202411.44,False
CUST_00077,Bhavika Sampath,21,M,gig_worker,0.8,diploma,tier1,True,"fd,insurance",0.0,website_organic,home_loan,2026-05-03,3,5,1,8,415.0,44811.07,False
CUST_00078,Mohammed Gupta,33,M,salaried_pvt_other,6.6,graduate,tier1,False,,0.0,campaign_click,home_loan,2026-06-23,1,9,1,7,611.0,120000.0,False
CUST_00079,Teerth Bhardwaj,56,M,salaried_pvt_other,8.3,graduate,tier1,True,credit_card,4339.0,campaign_click,personal_loan,2026-04-17,1,8,2,4,724.0,52072.9,True
CUST_00080,Dipta Bhandari,45,M,salaried_pvt_it,2.7,post_graduate,tier1,False,,0.0,branch_walkin,personal_loan,2026-07-02,1,3,1,3,502.0,109540.91,False
CUST_00081,Vansha Thakkar,49,M,self_employed_professional,25.4,professional_degree,tier1,False,,13271.0,campaign_click,home_loan,2026-05-19,3,5,1,6,634.0,154751.42,False
CUST_00082,Dakshesh Trivedi,48,F,salaried_pvt_other,2.8,graduate,tier3,False,,0.0,branch_walkin,personal_loan,2026-06-18,4,0,1,2,678.0,76669.3,False
CUST_00083,Quincy Biswas,26,M,salaried_pvt_other,1.9,graduate,tier2,False,,0.0,referral,personal_loan,2026-05-09,3,6,2,4,687.0,84266.18,False
CUST_00084,Wahab Raval,25,M,salaried_pvt_it,1.1,post_graduate,tier3,False,,0.0,campaign_click,personal_loan,2026-05-30,1,4,2,7,693.0,250000.0,False
CUST_00085,Yatin Baral,33,M,gig_worker,3.6,professional_degree,tier1,False,,0.0,referral,auto_loan,2026-04-16,2,1,2,1,,42243.15,False
CUST_00086,Oni Virk,48,M,other,13.5,post_graduate,tier3,True,credit_card,2460.0,website_organic,home_loan,2026-05-01,1,9,1,7,555.0,23665.7,False
CUST_00087,Advika Jayaraman,52,F,salaried_govt,2.0,graduate,tier1,True,"savings_account,fd",0.0,partner,personal_loan,2026-06-03,3,2,1,1,473.0,68699.43,False
CUST_00088,William Lanka,34,M,salaried_pvt_it,3.2,post_graduate,tier1,False,,38650.0,partner,personal_loan,2026-05-20,2,5,0,9,710.0,250000.0,False
CUST_00089,Karan Mital,27,M,self_employed_business,4.3,12th_pass,tier2,True,"insurance,credit_card",0.0,campaign_click,personal_loan,2026-06-21,7,9,1,5,539.0,83543.37,False
CUST_00090,Diya Bora,40,M,salaried_pvt_it,6.8,post_graduate,tier1,False,,0.0,branch_walkin,auto_loan,2026-07-04,3,3,1,0,710.0,147199.46,False
CUST_00091,Tara Chaudhry,39,F,self_employed_business,12.0,12th_pass,tier3,False,,0.0,referral,home_loan,2026-05-28,4,4,0,1,,66484.54,False
CUST_00092,Tanay Toor,28,F,salaried_govt,0.7,graduate,tier2,True,"savings_account,fd",0.0,campaign_click,personal_loan,2026-06-14,1,4,5,3,673.0,63428.45,False
CUST_00093,Kevin Palla,35,M,gig_worker,5.7,12th_pass,tier2,False,,0.0,branch_walkin,personal_loan,2026-06-12,3,5,1,2,600.0,30688.52,False
CUST_00094,Yash Pingle,54,M,self_employed_business,17.5,12th_pass,tier3,False,,0.0,campaign_click,personal_loan,2026-06-27,3,7,4,2,400.0,58605.81,False
CUST_00095,Nakul Sarma,35,F,salaried_pvt_it,14.5,post_graduate,tier2,False,,0.0,branch_walkin,mortgage_loan_lap,2026-05-20,1,2,1,3,,137474.37,False
CUST_00096,Abhiram Mistry,48,M,salaried_pvt_other,15.2,post_graduate,tier2,False,,0.0,website_organic,auto_loan,2026-07-07,5,2,4,6,709.0,93435.86,False
CUST_00097,Krish Lalla,39,M,salaried_pvt_it,6.2,professional_degree,tier3,True,credit_card,17189.0,website_organic,auto_loan,2026-06-20,3,5,5,3,767.0,198752.66,True
CUST_00098,Hredhaan Dugal,41,M,self_employed_business,11.8,12th_pass,tier1,True,"insurance,fd",15283.0,campaign_click,auto_loan,2026-04-30,2,6,7,4,638.0,92627.11,False
CUST_00099,Baghyawati Kade,38,M,salaried_pvt_other,15.3,post_graduate,tier1,False,,0.0,campaign_click,personal_loan,2026-06-05,1,5,2,8,842.0,43904.86,False
CUST_00100,Samar Lalla,52,F,salaried_govt,7.6,post_graduate,tier1,False,,0.0,campaign_click,home_loan,2026-05-08,1,10,1,8,694.0,77554.84,False
CUST_00101,Zayan Behl,59,M,salaried_pvt_other,14.0,diploma,tier3,True,"credit_card,savings_account,insurance",0.0,partner,personal_loan,2026-05-25,1,1,1,4,685.0,74461.04,True
CUST_00102,Pallavi Malhotra,22,M,salaried_pvt_it,1.9,post_graduate,tier1,False,,0.0,campaign_click,mortgage_loan_lap,2026-05-30,1,8,3,4,632.0,149072.33,False
CUST_00103,Aarush Nath,31,M,salaried_pvt_it,10.8,professional_degree,tier2,False,,0.0,partner,home_loan,2026-06-08,3,9,3,4,731.0,148841.68,True
CUST_00104,Adweta Edwin,57,M,salaried_govt,14.4,post_graduate,tier1,False,,0.0,website_organic,personal_loan,2026-06-28,3,4,7,4,493.0,72409.16,False
CUST_00105,Prisha Andra,45,M,salaried_pvt_other,2.6,graduate,tier1,True,insurance,0.0,referral,auto_loan,2026-05-31,1,3,3,1,695.0,41134.61,False
CUST_00106,Faqid Dixit,40,M,salaried_pvt_it,10.0,post_graduate,tier1,False,,0.0,referral,personal_loan,2026-07-05,1,3,0,2,,250000.0,False
CUST_00107,Kala Divan,52,F,self_employed_professional,11.0,graduate,tier2,False,,20446.0,website_organic,auto_loan,2026-07-05,2,5,4,8,700.0,122059.12,True
CUST_00108,Joshua Barman,55,F,retired,26.8,post_graduate,tier2,False,,0.0,partner,auto_loan,2026-05-31,1,4,2,5,617.0,74210.31,False
CUST_00109,Janya Baral,56,M,self_employed_professional,14.1,post_graduate,tier3,False,,18866.0,website_organic,personal_loan,2026-07-10,3,5,2,5,565.0,109316.49,True
CUST_00110,Shivansh Krish,58,M,self_employed_business,9.3,10th_pass,tier1,False,,0.0,campaign_click,mortgage_loan_lap,2026-05-19,5,9,2,5,,80176.33,False
CUST_00111,Irya Ray,54,M,other,22.1,post_graduate,tier2,False,,6954.0,website_organic,home_loan,2026-04-13,1,6,1,9,735.0,40415.35,False
CUST_00112,Warjas Gaba,53,M,self_employed_professional,6.2,professional_degree,tier2,True,credit_card,0.0,campaign_click,home_loan,2026-06-17,2,8,1,4,660.0,165015.01,False
CUST_00113,Nitara Bakshi,47,M,salaried_pvt_other,20.4,post_graduate,tier2,False,,15717.0,referral,auto_loan,2026-05-02,2,6,2,1,675.0,111619.71,False
CUST_00114,Gaurangi Sabharwal,54,M,salaried_pvt_it,32.6,professional_degree,tier1,False,,0.0,campaign_click,auto_loan,2026-07-06,2,7,1,13,596.0,169136.76,False
CUST_00115,Amara Dutta,50,M,salaried_govt,22.0,post_graduate,tier3,False,,0.0,website_organic,mortgage_loan_lap,2026-06-04,1,5,2,6,694.0,150000.0,False
CUST_00116,Lavanya Barad,50,F,salaried_pvt_it,7.2,post_graduate,tier2,True,credit_card,9585.0,branch_walkin,home_loan,2026-07-01,3,2,0,3,662.0,104357.15,True
CUST_00117,Tristan Iyengar,59,M,self_employed_professional,1.7,graduate,tier1,False,,8887.0,website_organic,personal_loan,2026-05-11,2,7,5,8,,154256.07,False
CUST_00118,Inaya Mody,22,F,salaried_pvt_it,1.2,professional_degree,tier1,False,,28343.0,branch_walkin,personal_loan,2026-05-24,1,5,2,4,786.0,215466.0,False
CUST_00119,Udant Bajwa,39,F,self_employed_professional,17.2,post_graduate,tier2,True,fd,0.0,referral,mortgage_loan_lap,2026-06-08,2,9,1,3,526.0,276555.97,False
CUST_00120,Mohini Narasimhan,63,M,retired,28.7,10th_pass,tier3,False,,0.0,website_organic,home_loan,2026-05-19,2,5,3,8,749.0,49322.45,False
CUST_00121,Ekaraj Mallick,44,M,salaried_pvt_other,21.8,graduate,tier2,False,,11677.0,partner,personal_loan,2026-06-14,3,4,3,5,650.0,120000.0,False
CUST_00122,Yashodhara Ratta,59,F,other,27.2,below_10th,tier3,False,,0.0,branch_walkin,auto_loan,2026-04-25,1,3,1,6,797.0,30568.54,False
CUST_00123,Ayaan D’Alia,46,M,salaried_pvt_it,15.2,post_graduate,tier2,False,,0.0,branch_walkin,home_loan,2026-06-13,3,3,3,3,719.0,211330.96,True
CUST_00124,Pranav Lanka,59,M,salaried_pvt_other,35.3,graduate,tier2,False,,0.0,partner,home_loan,2026-06-08,3,4,1,4,747.0,80257.34,True
CUST_00125,Ikbal Saraf,41,M,salaried_pvt_other,12.9,graduate,tier2,True,credit_card,18417.0,partner,auto_loan,2026-04-13,3,5,1,2,653.0,81755.51,False
CUST_00126,Dipta Sarin,60,M,salaried_pvt_other,3.7,post_graduate,tier2,True,savings_account,0.0,campaign_click,personal_loan,2026-05-31,3,10,2,0,570.0,87112.6,False
CUST_00127,Lekha Gupta,58,M,retired,21.6,diploma,tier2,False,,0.0,campaign_click,personal_loan,2026-06-13,1,6,0,3,,54022.53,False
CUST_00128,Chaitanya Sarin,22,M,gig_worker,1.1,12th_pass,tier2,False,,0.0,website_organic,home_loan,2026-05-02,1,8,2,4,478.0,28419.36,False
CUST_00129,Zinal Yohannan,37,M,other,15.0,below_10th,tier2,False,,0.0,website_organic,auto_loan,2026-05-27,2,8,5,5,,32253.37,False
CUST_00130,Januja Sankar,54,F,salaried_pvt_it,33.3,post_graduate,tier3,False,,0.0,campaign_click,home_loan,2026-05-20,1,7,3,4,744.0,105396.23,False
CUST_00131,Ganga Murthy,58,M,salaried_pvt_other,31.1,graduate,tier3,False,,0.0,branch_walkin,auto_loan,2026-05-12,4,1,1,4,586.0,57588.72,False
CUST_00132,Charita Tripathi,40,M,self_employed_professional,6.4,professional_degree,tier2,True,credit_card,22574.0,website_organic,personal_loan,2026-04-18,2,7,3,10,654.0,134767.12,False
CUST_00133,Nilima Narain,55,M,self_employed_business,2.1,professional_degree,tier3,True,"credit_card,insurance,savings_account",0.0,branch_walkin,personal_loan,2026-05-15,1,3,1,7,593.0,96778.71,False
CUST_00134,Chakrika Datta,29,F,salaried_pvt_it,6.7,post_graduate,tier1,True,"fd,savings_account,credit_card",17996.0,branch_walkin,mortgage_loan_lap,2026-06-29,1,5,3,5,848.0,161885.4,True
CUST_00135,Osha Raghavan,56,F,retired,27.3,graduate,tier3,True,"credit_card,savings_account",2146.0,website_organic,home_loan,2026-05-08,2,11,3,7,690.0,38550.42,False
CUST_00136,Charvi Ravi,46,M,salaried_pvt_other,20.3,graduate,tier3,False,,11186.0,website_organic,mortgage_loan_lap,2026-05-17,3,3,0,4,571.0,54062.79,False
CUST_00137,Daksha Mangat,47,F,salaried_govt,13.0,graduate,tier1,False,,3813.0,website_organic,personal_loan,2026-05-16,1,12,2,9,624.0,66698.44,False
CUST_00138,Qushi Nagy,38,F,salaried_pvt_it,14.1,professional_degree,tier3,False,,0.0,website_organic,auto_loan,2026-06-03,1,10,3,6,668.0,163852.27,False
CUST_00139,Riya Sathe,57,M,self_employed_business,9.9,graduate,tier1,True,"savings_account,fd,credit_card",0.0,campaign_click,home_loan,2026-06-09,3,9,2,5,459.0,92966.96,False
CUST_00140,Yasti Solanki,24,M,salaried_govt,1.2,graduate,tier1,False,,0.0,campaign_click,auto_loan,2026-05-24,2,10,4,6,735.0,30672.62,False
CUST_00141,Frado Mander,24,F,salaried_pvt_it,1.2,post_graduate,tier3,False,,16350.0,partner,auto_loan,2026-06-26,2,4,2,1,688.0,140720.25,False
CUST_00142,Girik Keer,66,F,retired,23.9,graduate,tier2,True,"fd,credit_card,savings_account",5030.0,partner,mortgage_loan_lap,2026-05-08,1,3,2,0,642.0,53705.86,False
CUST_00143,Umang Issac,46,M,self_employed_business,20.5,graduate,tier2,False,,14262.0,website_organic,auto_loan,2026-04-16,1,7,1,6,648.0,88764.56,False
CUST_00144,Aryan Batra,29,M,other,8.9,12th_pass,tier2,True,insurance,10368.0,campaign_click,personal_loan,2026-05-23,1,7,6,5,,43059.07,False
CUST_00145,Vaishnavi Bora,47,M,other,8.2,12th_pass,tier1,False,,0.0,partner,mortgage_loan_lap,2026-06-22,1,6,2,1,522.0,15987.66,False
CUST_00146,Oeshi Hayer,49,M,other,27.8,graduate,tier1,False,,7823.0,referral,personal_loan,2026-06-18,2,3,1,3,642.0,40661.54,False
CUST_00147,Warda Ratta,27,M,salaried_pvt_other,2.4,graduate,tier3,False,,0.0,referral,personal_loan,2026-06-05,1,5,0,1,734.0,71208.88,False
CUST_00148,Manbir Ahluwalia,57,M,salaried_pvt_other,8.5,post_graduate,tier2,True,"insurance,savings_account,credit_card",0.0,website_organic,home_loan,2026-07-08,4,7,1,9,691.0,64996.53,False
CUST_00149,Pavani Kanda,23,F,other,2.7,below_10th,tier2,True,"savings_account,fd",0.0,campaign_click,home_loan,2026-05-05,1,7,1,3,583.0,46241.89,False
CUST_00150,Zarna Shetty,27,M,salaried_pvt_it,5.7,post_graduate,tier2,True,fd,0.0,referral,auto_loan,2026-06-11,1,1,3,3,737.0,157139.45,False
CUST_00151,Zaid Dara,25,M,gig_worker,1.6,below_10th,tier2,False,,6941.0,website_organic,home_loan,2026-05-09,1,7,1,5,,47769.73,False
CUST_00152,Kiaan Shetty,46,M,salaried_pvt_it,25.8,post_graduate,tier3,False,,0.0,partner,auto_loan,2026-06-03,1,3,3,7,807.0,215158.64,True
CUST_00153,Saanvi Thaman,43,M,self_employed_professional,9.8,professional_degree,tier2,False,,0.0,campaign_click,personal_loan,2026-05-11,1,7,1,7,626.0,168344.24,False
CUST_00154,Sanaya Dutt,53,M,salaried_pvt_other,1.7,diploma,tier1,False,,0.0,website_organic,personal_loan,2026-06-25,1,7,6,6,748.0,46539.1,False
CUST_00155,Shivani Lad,22,M,self_employed_business,0.6,graduate,tier1,True,"savings_account,credit_card",0.0,website_organic,mortgage_loan_lap,2026-06-12,1,7,3,8,659.0,93636.94,False
CUST_00156,Aradhana Verma,54,M,salaried_pvt_it,10.3,professional_degree,tier1,False,,23687.0,website_organic,auto_loan,2026-06-19,1,9,2,4,705.0,187594.53,False
CUST_00157,William Maharaj,38,M,salaried_pvt_other,12.7,diploma,tier1,True,"savings_account,insurance",0.0,website_organic,home_loan,2026-06-13,1,6,6,9,692.0,100950.37,True
