customer_id,customer_name,est_monthly_income,income_method,salary_regularity_score,declared_existing_emis,detected_recurring_debits,existing_monthly_obligations,avg_monthly_net_cashflow,avg_monthly_spend,avg_monthly_credit,cashflow_cv,bounce_count_6m,negative_balance_days,digital_engagement_score,intent_recency_days,intent_frequency_90d,age,occupation_sector,employment_years,education_level,city_tier,existing_bank_relationship,source_channel,inquiry_product,credit_bureau_score,gender,inquiry_date,existing_products,converted
CUST_00011,Lajita Chatterjee,52579.43,salary_detection,0.9237403999541836,0.0,0.0,0.0,17387.51,35510.78,52898.29,0.7231,0,0,14.0,2,1,60,salaried_pvt_other,7.9,graduate,tier2,False,referral,personal_loan,742.0,M,2026-07-09,,False
CUST_00012,Hemangini Lalla,66131.11,salary_detection,0.9235373060376806,0.0,0.0,0.0,17473.02,48316.79,65789.81,0.9945,0,0,25.7,38,1,41,salaried_pvt_other,15.1,diploma,tier2,False,campaign_click,personal_loan,802.0,M,2026-06-03,,True
CUST_00013,Tripti Yadav,85452.02,salary_detection,0.9634452348769715,7803.0,0.0,7803.0,30926.53,57926.46,88852.99,0.4681,0,0,24.2,76,1,50,salaried_pvt_other,24.3,diploma,tier3,False,website_organic,personal_loan,719.0,M,2026-04-26,,False
CUST_00014,Kritika Brar,98310.87,salary_detection,0.9244737364232274,0.0,27906.78,27906.78,29800.99,71334.55,101135.54,0.3039,0,0,21.2,17,3,27,salaried_pvt_it,3.6,professional_degree,tier1,False,campaign_click,home_loan,689.0,M,2026-06-24,,False
CUST_00015,Janaki Handa,65076.02,salary_detection,0.9774847637052066,0.0,18181.86,18181.86,7158.55,60010.56,67169.11,1.3668,0,0,16.2,36,5,39,salaried_pvt_other,7.0,post_graduate,tier2,False,branch_walkin,auto_loan,728.0,M,2026-06-05,,False
CUST_00016,Chakradev Kari,140161.42,proxy_model,0.0,17382.0,21201.14,27982.57,9501.07,85911.3,95412.37,1.9808,0,0,10.5,52,2,39,self_employed_business,14.3,diploma,tier1,False,partner,mortgage_loan_lap,600.0,M,2026-05-20,,False
CUST_00017,Fariq Kaul,125478.1,salary_detection,0.9621908071813126,0.0,35776.11,35776.11,48934.19,78660.62,127594.81,0.2864,0,0,24.5,77,1,50,salaried_govt,1.1,diploma,tier2,False,campaign_click,home_loan,639.0,M,2026-04-25,,False
CUST_00018,Lajita Mall,101603.64,proxy_model,0.0,0.0,0.0,0.0,65758.79,57661.67,123420.46,0.358,0,0,18.7,68,1,22,self_employed_business,1.5,diploma,tier2,False,campaign_click,home_loan,688.0,M,2026-05-04,,False
CUST_00019,Janya Gaba,32267.54,proxy_model,0.0,0.0,0.0,0.0,11460.39,18109.25,29569.63,0.58,0,0,7.7,29,1,30,gig_worker,3.1,post_graduate,tier3,False,branch_walkin,auto_loan,506.0,F,2026-06-12,,False
CUST_00020,Isha Kadakia,58768.45,salary_detection,0.9147802210770712,9339.0,0.0,9339.0,12779.73,47118.86,59898.6,0.7911,0,0,14.2,79,3,24,salaried_pvt_other,0.6,post_graduate,tier1,False,referral,auto_loan,601.0,F,2026-04-23,,False
CUST_00021,Ekbal Garg,152336.93,proxy_model,0.0,22699.0,0.0,22699.0,64701.96,80975.52,145677.48,0.3443,0,0,27.0,47,1,39,self_employed_professional,5.5,graduate,tier2,False,website_organic,auto_loan,667.0,F,2026-05-25,,False
CUST_00022,Nihal Shere,78972.48,salary_detection,0.966835685806281,0.0,0.0,0.0,54660.48,32899.92,87560.4,0.2072,0,0,36.0,49,1,60,retired,28.9,10th_pass,tier1,False,website_organic,auto_loan,664.0,M,2026-05-23,,True
CUST_00023,Anamika Kanda,62491.41,proxy_model,0.0,0.0,13963.44,13963.44,13797.76,44083.79,57881.56,1.3111,0,0,17.0,57,2,49,other,23.8,graduate,tier1,False,website_organic,personal_loan,573.0,M,2026-05-15,,False
CUST_00024,Daksh Karnik,78440.88,salary_detection,0.9282719951023366,0.0,0.0,0.0,29680.66,49569.04,79249.7,0.5227,0,0,9.5,71,1,58,salaried_govt,26.4,graduate,tier1,False,campaign_click,home_loan,537.0,M,2026-05-01,,False
CUST_00025,Diya Rattan,55765.37,salary_detection,0.9303616797341774,10357.0,19458.07,20086.03,-8592.33,64852.91,56260.59,1.2314,0,29,16.3,54,1,54,salaried_pvt_other,32.1,graduate,tier1,False,campaign_click,personal_loan,689.0,M,2026-05-18,,False
CUST_00026,Dominic Kakar,64920.48,salary_detection,0.9506537715502059,0.0,0.0,0.0,25261.69,39960.71,65222.4,0.1886,0,0,33.8,12,1,30,salaried_pvt_other,5.5,graduate,tier1,True,website_organic,personal_loan,550.0,F,2026-06-29,credit_card,False
CUST_00027,Simon Tata,73045.83,salary_detection,0.9522483436114595,10726.0,14566.79,18009.4,8111.11,67027.17,75138.28,1.2,0,0,25.8,59,1,31,salaried_pvt_other,0.6,post_graduate,tier1,False,campaign_click,mortgage_loan_lap,571.0,M,2026-05-13,,False
CUST_00028,Tara Dhar,166461.44,proxy_model,0.0,10267.0,28025.57,24279.78,51176.65,119479.65,170656.3,0.7731,0,0,24.2,64,3,54,self_employed_business,6.0,10th_pass,tier1,False,campaign_click,mortgage_loan_lap,654.0,M,2026-05-08,,False
CUST_00029,Liam Koshy,167401.62,salary_detection,0.9252255644553871,23346.0,53085.75,49888.88,-1075.54,167438.77,166363.23,5.0,0,0,18.2,88,5,43,salaried_pvt_it,21.9,graduate,tier1,False,partner,personal_loan,495.0,M,2026-04-14,,False
CUST_00030,Priya Rastogi,55296.15,salary_detection,0.9158264268928737,8652.0,0.0,8652.0,18085.9,43002.92,61088.82,0.5603,0,0,9.0,72,2,60,salaried_pvt_other,39.3,graduate,tier2,False,branch_walkin,personal_loan,625.0,M,2026-04-30,,False
CUST_00031,Theodore Devi,16731.63,salary_detection,0.2979577963212685,0.0,11041.18,11041.18,5932.69,52596.68,58529.37,2.5572,0,0,20.2,17,2,22,gig_worker,1.4,professional_degree,tier3,False,campaign_click,personal_loan,,F,2026-06-24,,False
CUST_00032,Gavin Batta,101234.75,proxy_model,0.0,8302.0,0.0,8302.0,69047.68,69148.52,138196.2,0.6882,0,0,20.2,23,4,35,self_employed_business,5.7,below_10th,tier2,False,website_organic,auto_loan,,M,2026-06-18,,False
CUST_00033,Michael Dutta,252418.51,salary_detection,0.9267193494080987,0.0,75192.93,75192.93,87774.37,164416.45,252190.82,0.3671,0,0,13.3,82,2,48,salaried_pvt_it,7.1,professional_degree,tier1,True,referral,home_loan,644.0,F,2026-04-20,savings_account,True
CUST_00034,Devansh Rajan,131660.51,salary_detection,0.9387372486723957,24224.0,0.0,24224.0,43332.15,90799.0,134131.15,0.4186,0,0,29.8,15,4,39,salaried_pvt_it,1.0,post_graduate,tier2,True,website_organic,home_loan,551.0,M,2026-06-26,"insurance,fd,credit_card",False
CUST_00035,Upadhriti Wadhwa,163618.57,proxy_model,0.0,0.0,37442.28,37442.28,33245.56,110567.02,143812.59,0.9306,0,0,15.5,32,1,44,self_employed_business,10.0,graduate,tier2,False,campaign_click,personal_loan,559.0,F,2026-06-09,,False
CUST_00036,Advay Contractor,81031.33,salary_detection,0.9270686718502101,0.0,0.0,0.0,33443.25,48038.8,81482.04,0.5008,0,0,15.0,8,1,38,salaried_pvt_other,10.1,graduate,tier2,False,partner,home_loan,721.0,F,2026-07-03,,False
CUST_00037,Harini Choudhury,122366.38,salary_detection,0.9337126927466992,0.0,22683.33,22683.33,33740.7,89712.31,123453.01,0.6161,0,0,16.8,70,1,40,salaried_pvt_it,18.0,post_graduate,tier3,False,branch_walkin,personal_loan,683.0,M,2026-05-02,,False
CUST_00038,Radhika Dugar,36792.37,proxy_model,0.0,0.0,4922.07,4922.07,21.67,21259.67,21281.34,5.0,0,0,9.0,89,3,24,gig_worker,3.5,graduate,tier2,True,partner,personal_loan,593.0,M,2026-04-13,savings_account,False
CUST_00039,Aarush Lall,37960.51,proxy_model,0.0,4000.0,0.0,4000.0,7324.53,28197.13,35521.67,2.3532,0,0,21.7,41,1,56,other,28.9,below_10th,tier2,True,website_organic,personal_loan,656.0,M,2026-05-31,"fd,savings_account",False
CUST_00040,Yashica Cherian,155867.17,proxy_model,0.0,13485.0,0.0,13485.0,24681.13,61918.24,86599.37,1.0864,0,0,12.7,75,5,45,self_employed_professional,6.8,post_graduate,tier1,True,partner,home_loan,609.0,M,2026-04-27,"insurance,savings_account",False
CUST_00041,Yashica Issac,31436.47,proxy_model,0.0,0.0,0.0,0.0,22196.94,20896.76,43093.7,0.4391,0,0,17.5,10,2,28,other,4.5,diploma,tier3,True,campaign_click,mortgage_loan_lap,516.0,M,2026-07-01,"insurance,savings_account,credit_card",False
CUST_00042,Kashvi Edwin,214607.41,proxy_model,0.0,21019.0,0.0,21019.0,118781.55,142750.13,261531.68,0.5884,0,0,32.0,45,3,24,self_employed_professional,1.5,post_graduate,tier3,False,website_organic,personal_loan,,M,2026-05-27,,False
CUST_00043,Ekiya Suresh,71802.47,proxy_model,0.0,13365.0,16138.87,21434.44,11908.36,57092.26,69000.62,1.6182,0,0,24.2,80,3,20,gig_worker,0.5,10th_pass,tier2,False,campaign_click,personal_loan,,M,2026-04-22,,False
CUST_00044,Isaac Patil,41288.77,proxy_model,0.0,2741.0,2199.46,3840.73,-13002.55,25381.37,12378.82,0.5533,0,86,16.2,52,1,20,gig_worker,0.6,graduate,tier2,True,website_organic,personal_loan,612.0,M,2026-05-20,credit_card,False
CUST_00045,Wriddhish Bhardwaj,39980.61,salary_detection,0.9294439524951246,7250.0,10198.45,12349.23,-5968.6,45904.0,39935.4,1.6932,0,27,16.0,11,1,58,salaried_pvt_other,1.5,graduate,tier1,False,campaign_click,personal_loan,572.0,M,2026-06-30,,False
CUST_00046,Farhan Chada,160235.41,proxy_model,0.0,11643.0,0.0,11643.0,159596.73,85869.12,245465.85,0.4794,0,0,16.2,14,1,52,self_employed_professional,25.1,professional_degree,tier3,False,referral,home_loan,685.0,F,2026-06-27,,False
CUST_00047,Ekapad Walia,94077.36,salary_detection,0.9439358317093411,0.0,0.0,0.0,41101.65,54719.54,95821.19,0.4005,0,0,22.5,1,1,29,salaried_pvt_other,2.8,graduate,tier2,False,website_organic,home_loan,575.0,M,2026-07-10,,False
CUST_00048,Kabir Soman,39225.38,proxy_model,0.0,1638.0,0.0,1638.0,9317.09,26980.6,36297.69,1.9487,0,0,25.2,52,1,26,gig_worker,2.8,diploma,tier3,False,campaign_click,auto_loan,562.0,M,2026-05-20,,False
CUST_00049,Alka Wable,114033.33,proxy_model,0.0,0.0,0.0,0.0,42215.94,53288.88,95504.82,0.7592,0,0,15.3,25,4,54,self_employed_business,4.5,professional_degree,tier2,False,campaign_click,home_loan,681.0,F,2026-06-16,,False
CUST_00050,Siddharth Zacharia,115894.71,salary_detection,0.951498672950637,14802.0,25442.95,27523.47,15877.71,98398.49,114276.21,0.7225,0,0,25.2,43,2,22,salaried_pvt_it,0.5,post_graduate,tier2,True,campaign_click,auto_loan,561.0,M,2026-05-29,"fd,credit_card,savings_account",True
CUST_00051,Devika Rastogi,115803.71,salary_detection,0.9204836489039081,0.0,0.0,0.0,59349.33,58707.2,118056.53,0.3046,0,0,12.8,34,2,49,salaried_pvt_it,24.0,post_graduate,tier2,False,partner,auto_loan,810.0,M,2026-06-07,,False
CUST_00052,Raksha Varughese,126566.3,salary_detection,0.9253308138486736,11637.0,42127.96,32700.98,19156.66,108996.33,128152.99,0.9848,0,0,9.0,15,5,44,salaried_pvt_it,14.0,professional_degree,tier1,False,referral,personal_loan,621.0,M,2026-06-26,,False
CUST_00053,Jai Kota,32438.22,salary_detection,0.9431349870908312,0.0,0.0,0.0,9214.02,26194.51,35408.52,0.7063,3,0,26.3,4,6,58,salaried_pvt_other,3.8,graduate,tier2,False,campaign_click,home_loan,666.0,M,2026-07-07,,False
CUST_00054,Devansh Nigam,81633.23,salary_detection,0.9463715384442504,16956.0,0.0,16956.0,22706.42,62025.54,84731.96,0.5285,0,0,30.3,7,2,31,salaried_pvt_other,4.9,graduate,tier1,False,website_organic,personal_loan,,M,2026-07-04,,True
CUST_00055,Victor Kannan,137623.5,proxy_model,0.0,14264.0,27295.81,27911.9,8472.79,94621.54,103094.34,2.3966,0,0,17.7,79,1,31,self_employed_business,3.6,12th_pass,tier2,True,partner,auto_loan,,F,2026-04-23,"insurance,credit_card,fd",False
CUST_00056,Ekavir Bhargava,50737.51,proxy_model,0.0,0.0,7490.55,7490.55,4438.3,27061.39,31499.69,1.7065,0,0,13.5,46,4,26,gig_worker,5.7,professional_degree,tier1,False,branch_walkin,home_loan,625.0,M,2026-05-26,,False
CUST_00057,Ekansh Balay,79870.85,salary_detection,0.9378514581890325,0.0,26146.07,26146.07,9535.93,74221.08,83757.01,1.0768,0,0,14.7,39,1,60,retired,22.6,post_graduate,tier1,False,referral,personal_loan,755.0,M,2026-06-02,,False
CUST_00058,Ekavir Varkey,46901.25,salary_detection,0.9619942308581326,5300.0,13091.07,11845.53,4042.81,42614.47,46657.27,2.7702,0,0,8.0,47,3,55,retired,37.8,below_10th,tier2,True,website_organic,personal_loan,632.0,M,2026-05-25,"credit_card,savings_account,insurance",False
CUST_00059,Arya Sunder,133947.09,proxy_model,0.0,0.0,0.0,0.0,147316.45,68811.5,216127.95,0.3833,0,0,16.2,58,5,38,self_employed_professional,6.7,post_graduate,tier3,True,campaign_click,home_loan,,M,2026-05-14,"insurance,savings_account",False
CUST_00060,Kevin Solanki,200613.44,proxy_model,0.0,23568.0,36004.04,41570.02,60210.7,125228.98,185439.68,0.9487,0,0,6.0,86,2,22,self_employed_professional,0.9,graduate,tier2,False,partner,personal_loan,582.0,M,2026-04-16,,False
CUST_00061,Urvashi Ray,65287.47,salary_detection,0.9353812648050328,0.0,0.0,0.0,27222.47,40213.61,67436.08,0.298,0,0,17.2,26,1,37,salaried_pvt_other,15.6,graduate,tier3,False,branch_walkin,auto_loan,668.0,M,2026-06-15,,False
CUST_00062,Girindra Chatterjee,38590.19,proxy_model,0.0,0.0,0.0,0.0,12111.11,21910.34,34021.45,0.738,0,0,19.0,36,4,26,gig_worker,2.7,diploma,tier1,False,campaign_click,personal_loan,609.0,M,2026-06-05,,False
CUST_00063,Irya Sampath,182294.13,salary_detection,0.9353843253257466,0.0,39774.14,39774.14,74775.41,110343.23,185118.64,0.2212,0,0,12.7,9,1,38,salaried_pvt_it,8.7,post_graduate,tier2,False,branch_walkin,auto_loan,691.0,M,2026-07-02,,False
CUST_00064,Unni Bhagat,52623.28,salary_detection,0.9515736625915387,0.0,0.0,0.0,8633.81,44147.38,52781.19,0.5969,0,0,10.7,74,3,60,retired,26.9,graduate,tier2,True,partner,home_loan,766.0,M,2026-04-28,"fd,credit_card",False
CUST_00065,Darsh Rau,71665.17,salary_detection,0.9440403744912225,0.0,20397.89,20397.89,14272.67,59205.16,73477.83,0.9167,0,0,12.3,66,5,35,salaried_pvt_other,9.9,graduate,tier2,False,partner,home_loan,,F,2026-05-06,,False
CUST_00066,Ikbal Kothari,218026.53,proxy_model,0.0,25032.0,51536.79,50800.4,35856.01,164382.65,200238.66,1.4203,0,5,26.8,59,2,39,self_employed_business,14.3,diploma,tier2,True,website_organic,personal_loan,570.0,M,2026-05-13,fd,False
CUST_00067,Ranveer Yadav,115581.21,salary_detection,0.9423277240597958,25252.0,24419.91,37461.96,-7361.04,122448.99,115087.95,1.3097,0,8,10.7,21,1,29,salaried_pvt_other,5.8,graduate,tier3,False,partner,auto_loan,714.0,F,2026-06-20,,False
CUST_00068,Logan Sami,88743.6,salary_detection,0.9190569594047995,0.0,20394.94,20394.94,20752.37,69171.88,89924.25,0.482,0,0,19.5,28,1,30,salaried_pvt_it,5.6,professional_degree,tier2,False,branch_walkin,auto_loan,631.0,F,2026-06-13,,False
CUST_00069,Arya Shere,188381.92,salary_detection,0.9425658165342239,30408.0,44766.38,52791.19,24611.22,164238.91,188850.13,0.6871,0,0,19.8,75,2,54,salaried_pvt_it,2.6,professional_degree,tier2,False,website_organic,auto_loan,697.0,M,2026-04-27,,False
CUST_00070,Faqid Savant,70425.48,salary_detection,0.9034634166099793,0.0,0.0,0.0,28960.62,45239.44,74200.05,0.5849,0,0,26.0,27,2,24,salaried_pvt_it,1.0,professional_degree,tier1,False,website_organic,auto_loan,594.0,M,2026-06-14,,False
CUST_00071,Chandresh Zachariah,80245.23,salary_detection,0.9256150127999432,0.0,23893.12,23893.12,19365.71,61248.01,80613.72,0.4067,0,0,20.0,85,1,60,salaried_pvt_other,14.0,graduate,tier1,False,campaign_click,personal_loan,699.0,M,2026-04-17,,False
CUST_00072,Girik Khalsa,42148.44,salary_detection,0.9387896757820564,0.0,0.0,0.0,10961.51,32310.09,43271.6,1.2906,0,1,21.2,64,2,24,salaried_pvt_other,0.7,graduate,tier2,False,referral,auto_loan,615.0,F,2026-05-08,,False
CUST_00073,Niharika Sunder,253703.12,salary_detection,0.9073278299929943,0.0,74472.55,74472.55,53963.05,198091.07,252054.12,0.6626,0,0,16.5,71,1,31,salaried_pvt_it,7.5,post_graduate,tier1,False,campaign_click,personal_loan,634.0,F,2026-05-01,,False
CUST_00074,Tanay Rattan,83845.03,salary_detection,0.9397629678855568,16401.0,27835.72,30318.86,-3428.26,86867.43,83439.17,3.2419,0,0,18.3,59,2,41,salaried_govt,8.4,diploma,tier3,False,partner,auto_loan,586.0,M,2026-05-13,,True
CUST_00075,Nitesh Raghavan,52708.08,salary_detection,0.9259136806020889,0.0,9659.93,9659.93,16748.36,37565.65,54314.01,0.5979,5,0,15.0,69,1,54,salaried_pvt_other,24.0,graduate,tier2,False,campaign_click,auto_loan,,M,2026-05-03,,False
CUST_00076,Madhavi Lanka,209090.39,salary_detection,0.9170445475797246,0.0,57404.89,57404.89,39751.32,165625.39,205376.7,0.6507,0,0,24.8,3,1,54,salaried_pvt_it,5.9,post_graduate,tier1,False,website_organic,auto_loan,621.0,M,2026-07-08,,False
CUST_00077,Bhavika Sampath,53062.84,proxy_model,0.0,0.0,11625.26,11625.26,20072.88,35176.94,55249.82,0.3931,0,0,19.7,69,3,21,gig_worker,0.8,diploma,tier1,True,website_organic,home_loan,415.0,M,2026-05-03,"fd,insurance",False
CUST_00078,Mohammed Gupta,121598.95,salary_detection,0.9249452335367638,0.0,0.0,0.0,64549.1,56652.77,121201.87,0.2523,0,0,22.2,18,1,33,salaried_pvt_other,6.6,graduate,tier1,False,campaign_click,home_loan,611.0,M,2026-06-23,,False
CUST_00079,Teerth Bhardwaj,53133.29,salary_detection,0.9318412334616599,4339.0,15021.38,11849.69,360.66,53087.84,53448.49,5.0,0,0,19.3,85,1,56,salaried_pvt_other,8.3,graduate,tier1,True,campaign_click,personal_loan,724.0,M,2026-04-17,credit_card,True
CUST_00080,Dipta Bhandari,109282.92,salary_detection,0.9525665362766207,0.0,0.0,0.0,54425.98,58561.92,112987.9,0.2956,0,0,10.2,9,1,45,salaried_pvt_it,2.7,post_graduate,tier1,False,branch_walkin,personal_loan,502.0,M,2026-07-02,,False
CUST_00081,Vansha Thakkar,61490.35,salary_detection,0.5114412724284971,13271.0,37730.37,32136.19,63915.3,113824.86,177740.16,0.6201,0,0,16.7,53,3,49,self_employed_professional,25.4,professional_degree,tier1,False,campaign_click,home_loan,634.0,M,2026-05-19,,False
CUST_00082,Dakshesh Trivedi,76672.44,salary_detection,0.9414557085386559,0.0,12756.05,12756.05,31989.5,46230.21,78219.71,0.4883,0,0,5.7,23,4,48,salaried_pvt_other,2.8,graduate,tier3,False,branch_walkin,personal_loan,678.0,F,2026-06-18,,False
CUST_00083,Quincy Biswas,84136.7,salary_detection,0.9454331232453113,0.0,28503.73,28503.73,10199.2,73438.17,83637.37,1.1034,0,0,17.3,63,3,26,salaried_pvt_other,1.9,graduate,tier2,False,referral,personal_loan,687.0,M,2026-05-09,,False
CUST_00084,Wahab Raval,250045.92,salary_detection,0.9098599642473844,0.0,64189.99,64189.99,87684.41,163841.79,251526.2,0.2389,0,0,19.8,42,1,25,salaried_pvt_it,1.1,post_graduate,tier3,False,campaign_click,personal_loan,693.0,M,2026-05-30,,False
CUST_00085,Yatin Baral,64419.63,proxy_model,0.0,0.0,12671.56,12671.56,13470.86,39603.33,53074.19,1.097,0,0,7.8,86,2,33,gig_worker,3.6,professional_degree,tier1,False,referral,auto_loan,,M,2026-04-16,,False
CUST_00086,Oni Virk,31989.63,proxy_model,0.0,2460.0,0.0,2460.0,12174.2,19203.83,31378.03,0.6926,0,0,22.2,71,1,48,other,13.5,post_graduate,tier3,True,website_organic,home_loan,555.0,M,2026-05-01,credit_card,False
CUST_00087,Advika Jayaraman,69312.19,salary_detection,0.9119921889958618,0.0,0.0,0.0,28282.81,43569.77,71852.59,0.1872,2,0,6.2,38,3,52,salaried_govt,2.0,graduate,tier1,True,partner,personal_loan,473.0,F,2026-06-03,"savings_account,fd",False
CUST_00088,William Lanka,244992.32,salary_detection,0.9708127746251403,38650.0,0.0,38650.0,90960.7,157511.94,248472.64,0.3158,0,0,18.5,52,2,34,salaried_pvt_it,3.2,post_graduate,tier1,False,partner,personal_loan,710.0,M,2026-05-20,,False
CUST_00089,Karan Mital,80542.03,proxy_model,0.0,0.0,0.0,0.0,52727.53,42296.86,95024.39,0.4931,0,0,19.2,20,7,27,self_employed_business,4.3,12th_pass,tier2,True,campaign_click,personal_loan,539.0,M,2026-06-21,"insurance,credit_card",False
CUST_00090,Diya Bora,143450.89,salary_detection,0.9212168050402314,0.0,0.0,0.0,84047.62,64310.42,148358.04,0.1772,0,0,5.7,7,3,40,salaried_pvt_it,6.8,post_graduate,tier1,False,branch_walkin,auto_loan,710.0,M,2026-07-04,,False
CUST_00091,Tara Chaudhry,100324.99,proxy_model,0.0,0.0,23095.62,23095.62,14850.06,66737.9,81587.97,1.3994,0,0,5.5,44,4,39,self_employed_business,12.0,12th_pass,tier3,False,referral,home_loan,,F,2026-05-28,,False
CUST_00092,Tanay Toor,64142.22,salary_detection,0.9673935971800438,0.0,0.0,0.0,19159.68,44752.68,63912.36,0.3571,0,0,21.8,27,1,28,salaried_govt,0.7,graduate,tier2,True,campaign_click,personal_loan,673.0,F,2026-06-14,"savings_account,fd",False
CUST_00093,Kevin Palla,45384.42,proxy_model,0.0,0.0,8112.48,8112.48,1784.02,31629.05,33413.07,5.0,0,0,10.7,29,3,35,gig_worker,5.7,12th_pass,tier2,False,branch_walkin,personal_loan,600.0,M,2026-06-12,,False
CUST_00094,Yash Pingle,79758.8,proxy_model,0.0,0.0,9536.02,9536.02,15814.6,47885.56,63700.16,1.0808,0,0,20.7,14,3,54,self_employed_business,17.5,12th_pass,tier3,False,campaign_click,personal_loan,400.0,M,2026-06-27,,False
CUST_00095,Nakul Sarma,137534.46,salary_detection,0.9545495389186154,0.0,0.0,0.0,76384.61,63256.25,139640.86,0.1862,0,0,9.2,52,1,35,salaried_pvt_it,14.5,post_graduate,tier2,False,branch_walkin,mortgage_loan_lap,,F,2026-05-20,,False
CUST_00096,Abhiram Mistry,91774.34,salary_detection,0.9420398149780511,0.0,17588.24,17588.24,23857.29,70021.14,93878.43,0.4596,1,0,21.7,4,5,48,salaried_pvt_other,15.2,post_graduate,tier2,False,website_organic,auto_loan,709.0,M,2026-07-07,,False
CUST_00097,Krish Lalla,195903.99,salary_detection,0.9454116492832338,17189.0,34604.52,34491.26,55864.99,140674.67,196539.66,0.4388,0,0,22.8,21,3,39,salaried_pvt_it,6.2,professional_degree,tier3,True,website_organic,auto_loan,767.0,M,2026-06-20,credit_card,True
CUST_00098,Hredhaan Dugal,134382.94,proxy_model,0.0,15283.0,30205.99,30386.0,20898.52,85344.36,106242.88,1.1575,0,0,30.7,72,2,41,self_employed_business,11.8,12th_pass,tier1,True,campaign_click,auto_loan,638.0,M,2026-04-30,"insurance,fd",False
CUST_00099,Baghyawati Kade,43827.59,salary_detection,0.9222240896983023,0.0,7362.29,7362.29,15471.4,33323.94,48795.34,0.7287,0,0,22.3,36,1,38,salaried_pvt_other,15.3,post_graduate,tier1,False,campaign_click,personal_loan,842.0,M,2026-06-05,,False
CUST_00100,Samar Lalla,75981.16,salary_detection,0.9041987724302252,0.0,23191.83,23191.83,19509.53,58998.52,78508.05,0.4548,0,0,24.7,64,1,52,salaried_govt,7.6,post_graduate,tier1,False,campaign_click,home_loan,694.0,F,2026-05-08,,False
CUST_00101,Zayan Behl,75104.48,salary_detection,0.9136524587449497,0.0,0.0,0.0,43785.4,34470.1,78255.5,0.2846,0,0,9.7,47,1,59,salaried_pvt_other,14.0,diploma,tier3,True,partner,personal_loan,685.0,M,2026-05-25,"credit_card,savings_account,insurance",True
